"","marker","CHROM","POS","trait","log10p","BF","aboveBF","strain","value","allele","var.exp","startPOS","peakPOS","endPOS","peak_id","interval_size"
"140","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"N2",-0.0021402,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"141","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC1",-0.0031242,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"142","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC1107",0.00015043,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"143","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC166",-0.0057387,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"144","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC195",-0.010785,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"145","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC199",-0.0061418,1,0.106706516027325,13905367,14330699,14727727,1,822360
"146","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC2",-0.0047148,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"147","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC207",-0.0048834,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"148","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC231",-0.0041406,1,0.106706516027325,13905367,14330699,14727727,1,822360
"149","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC236",-0.005935,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"150","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC242",-0.0059599,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"151","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC251",0.00047287,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"152","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC252",-0.0056805,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"153","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC255",-0.0054381,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"154","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC256",-0.0071601,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"155","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC258",-0.0025043,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"156","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC259",-0.0045182,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"157","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC260",-0.0036342,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"158","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC261",-0.0041305,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"159","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC262",-0.0023606,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"160","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC265",-0.0077854,1,0.106706516027325,13905367,14330699,14727727,1,822360
"161","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC266",-0.0046919,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"162","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC267",-0.0062975,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"163","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC268",-0.0057488,1,0.106706516027325,13905367,14330699,14727727,1,822360
"164","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC269",-0.0056047,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"165","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC271",-0.0050145,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"166","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC272",-0.0063606,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"167","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC274",-0.0041218,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"168","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC275",-0.0056424,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"169","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC276",-0.0066847,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"170","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC277",-0.0073355,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"171","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC3",-0.0033526,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"172","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC513",-0.0089976,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"173","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC514",-0.0033514,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"174","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC522",-0.00085749,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"175","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"NIC523",-0.0048826,1,0.106706516027325,13905367,14330699,14727727,1,822360
"176","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"PB303",-0.0098706,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"177","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"PB306",-0.0073183,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"178","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"PS2025",-0.0059507,1,0.106706516027325,13905367,14330699,14727727,1,822360
"179","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"PX179",-0.0089179,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"180","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"QG2075",-0.0034446,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"181","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"QG536",-0.0040085,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"182","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"QG556",-0.0087401,1,0.106706516027325,13905367,14330699,14727727,1,822360
"183","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"QG557",-0.012088,1,0.106706516027325,13905367,14330699,14727727,1,822360
"184","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"QW947",-0.0046126,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"185","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"QX1212",-0.0020198,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"186","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"QX1233",-0.0087458,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"187","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"QX1791",-0.0063854,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"188","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"QX1792",-0.0057418,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"189","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"QX1793",-0.006141,1,0.106706516027325,13905367,14330699,14727727,1,822360
"190","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"QX1794",-0.0068583,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"191","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"RC301",-0.0052181,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"192","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"WN2001",-0.0035273,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"193","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"WN2002",-0.0044701,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"194","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"WN2033",-0.005922,-1,0.106706516027325,13905367,14330699,14727727,1,822360
"195","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"XZ1513",-0.010623,1,0.106706516027325,13905367,14330699,14727727,1,822360
"196","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"XZ1514",-0.01375,1,0.106706516027325,13905367,14330699,14727727,1,822360
"197","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_10th_medianDiff",5.41461795942585,5.2006316548101,1,"XZ1516",-0.0058514,1,0.106706516027325,13905367,14330699,14727727,1,822360
"198","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"AB1",0.0010583,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"199","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"BRC20067",0.0058612,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"200","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CB4852",0.0031507,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"201","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CB4853",0.0034025,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"202","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CB4854",0.0027351,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"203","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CB4855",0.000997,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"204","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CB4856",0.0054583,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"205","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CB4857",0.0040832,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"206","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CB4858",0.0029528,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"207","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CB4932",0.0065084,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"208","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CX11254",0.0031401,1,0.104225217601989,13905367,14330699,14727727,1,822360
"209","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CX11262",0.0023628,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"210","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CX11264",0.0015425,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"211","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CX11271",0.0093687,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"212","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CX11276",0.0048023,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"213","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CX11285",0.0087033,1,0.104225217601989,13905367,14330699,14727727,1,822360
"214","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CX11292",0.0041692,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"215","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CX11307",0.010039,1,0.104225217601989,13905367,14330699,14727727,1,822360
"216","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CX11314",0.0067371,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"217","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"CX11315",0.0081903,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"218","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"DL200",0.0042107,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"219","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"DL226",0.003196,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"220","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"DL238",0.011237,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"221","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ECA252",0.0065483,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"222","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ECA348",0.0076388,1,0.104225217601989,13905367,14330699,14727727,1,822360
"223","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ECA349",0.0022722,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"224","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ECA36",0.009626,1,0.104225217601989,13905367,14330699,14727727,1,822360
"225","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ECA363",0.0084162,1,0.104225217601989,13905367,14330699,14727727,1,822360
"226","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ECA372",0.0045933,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"227","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ECA396",0.0080419,1,0.104225217601989,13905367,14330699,14727727,1,822360
"228","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ED3005",0.0028483,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"229","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ED3011",0.0061069,1,0.104225217601989,13905367,14330699,14727727,1,822360
"230","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ED3012",0.0067893,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"231","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ED3017",0.0030534,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"232","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ED3040",0.0020679,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"233","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ED3046",0.0025752,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"234","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ED3048",0.006324,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"235","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ED3049",0.0035264,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"236","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ED3052",0.0043342,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"237","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ED3073",0.0055695,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"238","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"ED3077",0.0083638,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"239","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"EG4347",0.0066286,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"240","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"EG4349",0.0001918,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"241","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"EG4724",0.0012942,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"242","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"EG4725",0.0046906,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"243","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"EG4946",0.006594,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"244","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"GXW1",0.00927,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"245","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JT11398",0.0043589,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"246","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1088",0.004211,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"247","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1172",0.0051691,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"248","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1200",0.00459,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"249","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1212",0.0093326,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"250","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1213",0.0059369,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"251","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1242",0.0070097,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"252","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1246",0.0011034,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"253","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1395",0.0042733,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"254","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1400",0.003143,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"255","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1409",0.0068952,1,0.104225217601989,13905367,14330699,14727727,1,822360
"256","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1440",0.003946,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"257","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1491",0.0081728,1,0.104225217601989,13905367,14330699,14727727,1,822360
"258","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1530",0.0041356,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"259","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1543",0.0010955,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"260","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1568",0.0028165,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"261","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1580",0.0025454,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"262","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1581",0.0080571,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"263","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1586",0.0053642,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"264","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1652",0.0055692,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"265","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1793",0.0030793,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"266","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1808",-0.0035095,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"267","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU1896",0.0042336,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"268","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU2001",0.0058619,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"269","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU2007",0.0038352,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"270","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU2131",0.0067483,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"271","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU2141",0.004922,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"272","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU2234",-0.00074942,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"273","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU2464",0.0053184,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"274","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU2466",0.0067661,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"275","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU2513",0.0028859,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"276","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU2519",0.0065459,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"277","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU2522",0.0062297,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"278","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU2526",0.0083397,-1,0.104225217601989,13905367,14330699,14727727,1,822360
"279","X_14330699","X",14330699,"d_blob_quirkiness_w_forward_90th_medianDiff",5.44343487183174,5.2006316548101,1,"JU2534",0.0090823,-1,0.104225217601989,13905367,14330699,14727727,1,822360
